invandrare,ålder,inkomst,region,label
0,57,38820,1,vänster
1,18,34289,0,höger
1,31,39685,1,vänster
0,67,57445,1,vänster
0,82,48394,1,höger
1,75,15936,0,höger
0,89,25038,0,höger
0,21,27483,0,höger
0,26,39390,1,höger
1,42,29805,1,vänster
1,67,39079,1,vänster
0,73,44769,1,höger
0,25,31064,0,vänster
0,38,20714,0,vänster
0,81,29574,1,höger
1,85,61839,1,höger
0,60,46494,1,vänster
1,36,29167,0,höger
0,18,83050,1,höger
0,48,28868,1,höger
0,45,51401,1,höger
0,40,73366,1,höger
1,32,41907,1,vänster
0,75,44956,0,höger
0,77,38071,1,höger
1,50,39426,1,vänster
0,90,40001,0,höger
0,20,14313,0,vänster
0,65,31905,1,höger
0,45,39792,0,höger
0,69,91357,1,höger
0,48,65213,1,höger
0,81,63201,1,höger
1,65,45059,0,höger
0,46,57316,1,höger
1,35,29643,0,vänster
0,39,83503,1,höger
1,77,30474,0,vänster
1,44,28599,1,vänster
0,18,45958,1,höger
0,34,26114,0,vänster
0,57,41921,1,vänster
0,65,37246,1,höger
1,89,24164,0,vänster
0,51,60575,1,höger
1,37,56304,0,vänster
0,84,30051,1,höger
1,34,56401,1,vänster
0,30,58214,1,vänster
0,35,38915,0,vänster
1,87,57773,1,vänster
0,27,46116,0,höger
0,73,29356,0,höger
1,33,22143,0,vänster
0,79,31134,0,höger
0,40,42368,1,vänster
0,47,37068,0,höger
0,28,37579,0,höger
0,26,49600,1,vänster
0,45,30063,0,höger
0,34,44220,1,höger
1,27,50753,1,höger
1,60,62168,1,vänster
0,69,24134,0,höger
0,63,50237,1,höger
0,41,20998,0,höger
0,57,53135,1,vänster
0,73,43280,1,höger
0,63,60638,0,höger
0,39,42094,0,höger
0,76,36730,1,höger
0,33,25059,0,vänster
0,52,42118,0,höger
0,56,57456,1,höger
0,57,32424,1,vänster
0,29,41354,1,vänster
1,43,23737,0,vänster
0,68,53384,1,höger
0,59,77310,1,vänster
0,19,45070,0,höger
0,45,54389,1,höger
0,45,46110,1,höger
0,61,60805,0,höger
0,42,46101,1,höger
0,44,23933,0,höger
0,64,44708,1,höger
0,51,42470,1,höger
0,27,56985,1,vänster
0,82,48826,0,höger
0,62,57502,1,höger
0,61,30864,1,höger
0,59,34893,1,vänster
1,84,32984,0,höger
1,63,23318,0,vänster
0,47,46288,1,vänster
1,57,45436,0,höger
0,74,39639,1,höger
1,70,55670,1,höger
0,79,23379,1,höger
0,62,38611,0,höger
0,60,19347,0,höger
0,46,39699,1,vänster
0,56,37275,1,höger
1,51,37986,0,vänster
0,62,64151,1,höger
0,63,57579,1,höger
1,84,37957,0,vänster
0,43,41453,0,vänster
0,89,33087,0,höger
0,41,37369,1,vänster
1,58,33116,1,vänster
0,47,32769,0,höger
1,21,49804,1,vänster
0,18,30052,0,vänster
0,74,55027,1,höger
0,30,29278,0,höger
0,55,31436,0,höger
0,31,89593,1,vänster
0,84,90968,1,höger
0,69,41308,0,höger
1,43,25883,1,vänster
0,69,15679,0,höger
0,57,48343,1,vänster
0,41,45961,0,höger
0,66,57520,1,höger
0,70,43595,0,höger
0,71,42190,1,höger
0,32,39799,1,vänster
0,65,32659,0,höger
1,70,19463,0,vänster
1,29,69031,1,vänster
1,52,41135,0,vänster
1,29,31560,0,vänster
0,78,18248,0,höger
0,34,44375,1,vänster
0,86,64479,1,höger
1,21,34507,0,höger
0,54,30240,1,vänster
0,25,18770,0,höger
0,69,47446,1,höger
0,79,22888,0,höger
0,32,33685,0,vänster
1,70,13312,0,höger
0,74,20650,0,vänster
0,35,21352,0,höger
0,53,22286,0,höger
0,55,31989,0,höger
0,80,40395,0,höger
0,36,53347,1,höger
0,88,36842,1,höger
0,18,20571,0,vänster
0,58,76627,0,höger
0,37,44195,1,vänster
0,68,33567,0,höger
0,28,47454,1,höger
1,39,44544,1,vänster
0,68,48182,1,vänster
0,69,36876,1,höger
0,58,37505,0,höger
0,56,30095,1,höger
0,51,72884,0,höger
0,75,36062,1,höger
0,64,35183,0,höger
0,24,40052,0,höger
1,76,33833,1,vänster
0,80,16511,0,höger
0,60,32920,0,vänster
1,86,20468,0,höger
0,76,25359,1,höger
0,37,51410,0,höger
0,37,47770,1,höger
0,72,42767,1,höger
0,37,42258,1,vänster
1,59,27866,0,vänster
0,55,41129,1,höger
0,51,75246,0,höger
0,23,32656,0,höger
0,83,27681,1,vänster
0,46,20762,0,höger
0,20,20185,0,höger
1,47,53583,1,vänster
0,46,77085,1,vänster
0,21,38432,0,höger
0,90,34839,1,höger
0,79,47960,1,höger
0,87,35778,1,höger
0,71,39079,0,höger
0,87,56440,1,höger
0,26,40726,1,vänster
0,40,58454,1,vänster
0,82,33445,0,höger
0,34,58931,1,vänster
0,65,85223,1,höger
0,36,86751,1,vänster
0,26,19690,0,höger
0,64,30690,0,höger
0,83,30155,0,höger
0,60,23242,0,höger
0,66,19541,0,höger
0,82,41923,1,höger
0,38,38740,0,höger
0,59,73490,1,höger
1,19,42915,1,vänster
1,84,23184,0,höger
0,50,47494,1,vänster
1,25,24138,0,vänster
0,37,36982,1,höger
0,54,53245,0,höger
0,40,55970,1,höger
1,68,28778,0,höger
0,34,39111,0,höger
0,39,30231,1,vänster
1,44,34736,0,vänster
0,40,20568,1,höger
0,89,42660,1,vänster
1,59,47169,0,vänster
1,71,74698,1,vänster
0,87,60104,1,höger
0,30,24641,0,vänster
1,90,34513,0,vänster
0,37,64689,1,höger
0,83,36794,1,vänster
1,52,71868,1,vänster
0,86,27895,0,höger
0,31,43510,0,höger
1,55,43256,0,höger
0,72,56343,1,höger
0,69,54904,1,höger
0,45,19823,0,vänster
0,78,41963,1,höger
0,24,27826,1,vänster
0,41,25031,0,höger
0,90,65361,0,höger
0,87,34940,1,höger
0,37,36106,1,höger
0,58,29080,0,höger
0,41,39303,1,vänster
0,22,43428,1,vänster
0,32,41073,1,vänster
0,41,62193,0,höger
0,20,26364,0,höger
0,40,37763,0,höger
0,22,19163,0,vänster
1,80,36308,0,höger
0,87,29129,0,höger
0,51,49247,1,höger
0,42,50422,1,höger
0,50,48216,1,vänster
0,71,46744,1,höger
0,58,42723,1,höger
0,86,46847,0,höger
0,60,116294,1,vänster
0,88,57989,1,höger
0,75,41147,0,höger
0,79,31644,0,höger
0,61,33043,0,höger
0,65,27082,0,höger
1,27,27771,0,vänster
0,24,48732,0,höger
0,90,50161,1,höger
1,37,46301,1,vänster
0,53,52957,0,höger
0,43,25957,0,höger
0,43,20387,0,höger
0,49,29154,0,höger
1,40,30874,0,vänster
0,75,33663,0,höger
1,71,63525,1,vänster
1,83,42494,0,höger
0,68,21525,0,höger
0,70,21538,1,vänster
1,25,35224,0,höger
0,43,30832,1,vänster
0,68,29593,0,höger
0,42,38659,1,vänster
1,46,46721,1,vänster
0,80,42967,0,vänster
0,58,21819,0,höger
0,31,23059,0,vänster
0,62,32854,1,höger
0,70,34206,0,höger
0,76,20516,0,vänster
1,85,68578,1,vänster
0,63,17132,0,höger
0,28,62337,1,höger
0,61,42976,0,höger
0,80,67862,1,höger
0,90,28356,1,vänster
1,35,59237,1,vänster
0,49,35703,0,höger
0,34,40179,1,vänster
1,25,46211,1,vänster
1,60,56867,0,vänster
0,59,28459,0,höger
1,62,30041,0,höger
0,70,47901,0,höger
1,66,45147,1,vänster
0,42,39649,0,höger
0,60,78224,1,vänster
1,57,62744,1,vänster
0,34,37561,1,vänster
0,57,27415,1,vänster
0,38,27720,0,höger
0,48,37247,0,höger
0,18,64137,1,höger
0,21,24040,1,vänster
0,55,22836,0,höger
0,23,27333,0,vänster
0,64,34655,0,höger
0,50,47772,1,höger
1,85,48053,0,höger
0,84,23884,0,höger
0,74,39239,1,höger
0,57,36190,0,höger
0,29,23588,0,höger
0,53,30759,1,höger
0,63,44606,1,höger
1,54,35472,1,vänster
0,75,24210,0,höger
0,45,62827,1,vänster
0,45,25429,0,höger
0,25,41375,0,höger
0,63,39001,1,vänster
0,67,59491,0,höger
1,88,24309,0,höger
0,31,44990,0,höger
0,57,19593,0,höger
0,70,30247,1,höger
0,28,29437,1,vänster
0,87,46948,1,höger
0,66,18810,0,höger
1,82,30408,1,vänster
1,28,52339,0,vänster
0,51,40287,1,höger
0,26,25609,0,höger
0,49,32171,1,vänster
0,34,49928,0,vänster
1,18,37072,0,vänster
0,22,56506,0,vänster
0,35,54794,1,vänster
0,90,37099,0,höger
0,28,52257,1,höger
1,53,24962,0,vänster
0,76,40554,0,höger
0,44,51193,1,höger
1,31,31358,1,vänster
0,18,36056,0,höger
0,20,49349,0,höger
0,79,48901,1,höger
0,70,31481,1,höger
0,35,46250,0,höger
0,84,45284,1,höger
1,74,19957,0,vänster
0,34,42837,1,vänster
0,54,28206,1,vänster
0,18,27368,0,vänster
0,80,54647,1,höger
0,62,25716,0,höger
0,61,32907,1,höger
0,42,57501,1,höger
1,41,40739,1,vänster
0,50,61177,1,höger
0,80,25232,0,höger
0,38,23880,0,vänster
0,53,43699,1,höger
0,63,40202,0,vänster
0,70,33991,1,höger
1,61,52155,1,höger
0,59,24418,0,höger
0,59,32713,1,höger
0,80,48126,0,höger
0,87,40268,1,vänster
0,47,26060,1,vänster
1,51,30101,0,höger
0,77,68588,1,höger
1,51,52373,0,vänster
0,81,33819,1,vänster
0,53,50688,0,höger
0,62,44802,1,höger
0,46,48802,1,höger
0,60,16234,0,vänster
0,56,75417,1,höger
0,39,36571,1,höger
0,44,24669,1,vänster
0,30,36691,0,höger
0,38,33353,0,höger
0,28,41485,0,höger
0,75,41228,1,höger
0,34,24892,1,vänster
0,36,117521,1,vänster
0,82,32175,0,höger
0,77,58058,1,höger
0,26,55020,0,höger
0,58,32412,0,vänster
1,34,42971,1,vänster
0,85,32939,0,vänster
0,76,33938,1,höger
0,32,20207,1,vänster
0,50,54642,1,höger
0,51,38271,0,höger
0,76,20597,0,höger
0,19,25956,0,vänster
0,34,25070,0,höger
0,23,30347,0,höger
0,38,26696,1,vänster
0,68,40598,0,höger
0,54,23611,0,höger
0,44,20913,0,höger
0,46,36058,1,vänster
1,84,33573,0,höger
0,31,25604,0,höger
0,56,28817,1,vänster
0,52,50223,1,vänster
0,63,28491,1,höger
0,61,43792,0,höger
0,35,42577,1,höger
0,44,71600,1,höger
1,87,39620,0,vänster
1,65,28324,0,vänster
1,68,41839,1,vänster
0,75,29323,1,höger
0,69,37009,0,höger
0,61,39398,1,höger
0,68,62315,1,höger
1,36,19344,0,vänster
0,88,46509,0,höger
0,90,43647,0,höger
1,43,40261,1,vänster
0,45,42924,0,höger
1,34,37207,0,vänster
1,21,98801,1,vänster
0,55,33819,0,höger
0,72,38675,0,höger
0,48,63616,1,vänster
0,49,59437,0,höger
0,26,62249,1,höger
0,27,19766,0,höger
0,27,58713,1,höger
0,37,57579,0,höger
0,80,56332,0,höger
0,84,20005,0,vänster
1,89,33243,0,vänster
1,38,51297,1,vänster
0,81,58351,1,höger
0,29,40702,0,vänster
0,52,37363,1,vänster
1,56,44207,1,vänster
1,45,33239,0,vänster
1,26,77848,1,vänster
0,74,38118,0,höger
0,57,36506,0,vänster
0,72,54380,0,höger
0,73,62931,0,höger
0,86,27701,1,vänster
0,87,49247,0,höger
0,37,47179,1,höger
1,62,43201,1,vänster
1,37,49459,0,höger
0,57,31214,0,höger
1,23,53653,1,vänster
0,29,38137,1,vänster
0,87,29263,0,höger
0,39,33452,0,höger
1,88,65238,0,höger
1,45,43773,1,vänster
0,43,34217,1,vänster
1,65,26943,1,vänster
0,82,43819,0,höger
0,57,56313,1,höger
1,82,39349,0,höger
0,71,38824,0,höger
1,23,65504,0,vänster
0,28,37887,1,vänster
0,73,45256,1,höger
0,53,66569,0,höger
0,40,39786,0,höger
0,63,55809,1,höger
0,19,54583,0,höger
0,37,40501,1,vänster
0,59,33826,1,vänster
0,30,34374,1,vänster
0,82,55291,0,höger
0,30,39701,0,höger
0,48,50758,1,vänster
0,30,23387,1,vänster
0,59,44150,1,höger
0,87,81479,1,höger
0,81,26465,0,höger
0,61,41833,1,vänster
0,65,32088,0,höger
0,35,25640,0,höger
0,73,32659,1,höger
1,86,26927,0,vänster
0,54,43396,1,vänster
0,43,42339,0,höger
0,64,29752,0,höger
0,42,26179,0,höger
1,90,33125,0,vänster
0,78,27742,1,vänster
0,19,47254,1,höger
0,19,37735,1,höger
1,71,26525,0,vänster
0,54,32614,1,vänster
0,79,35769,0,höger
0,85,52164,0,höger
0,59,36084,0,höger
0,36,22776,0,höger
0,73,41866,0,höger
0,87,30173,1,höger
0,57,31402,0,höger
1,66,47627,1,vänster
1,48,22641,0,vänster
0,86,69702,0,höger
0,84,31863,0,höger
0,52,17352,0,höger
1,26,41327,0,vänster
0,70,31924,1,höger
0,74,55981,1,höger
1,59,77657,1,vänster
0,51,61170,1,vänster
0,32,20247,0,vänster
0,42,30733,0,höger
0,64,36072,0,höger
0,75,49982,1,höger
0,37,19782,0,höger
0,47,56295,1,vänster
0,47,34629,1,vänster
0,25,28865,0,vänster
1,39,30459,0,vänster
0,58,32752,0,höger
0,43,44014,1,vänster
0,56,70184,1,vänster
0,53,44369,0,höger
0,68,67384,1,höger
1,46,43438,0,höger
0,55,53734,1,vänster
0,28,37580,0,vänster
0,25,40509,1,höger
0,74,53222,1,höger
0,75,43717,0,höger
0,80,20715,1,höger
0,74,23996,0,vänster
0,30,22882,0,vänster
0,24,31449,0,höger
0,44,52866,0,höger
0,80,38383,0,höger
0,41,44517,1,vänster
0,67,51892,0,höger
0,60,38310,0,höger
0,61,29856,0,höger
0,38,46743,0,vänster
1,70,35191,0,höger
0,34,40200,0,höger
0,80,39916,1,vänster
0,65,59359,1,höger
0,53,31535,1,vänster
0,24,34020,1,vänster
1,78,57757,0,höger
0,82,34104,0,höger
0,26,45651,1,höger
0,89,50998,1,höger
0,59,52599,1,höger
0,70,45483,0,höger
0,87,15836,0,höger
1,84,56029,1,vänster
0,76,32716,1,vänster
0,55,35147,1,höger
1,76,57125,1,vänster
0,24,24327,0,vänster
0,70,47523,1,höger
0,82,31050,0,höger
0,23,29189,1,vänster
0,69,48905,1,höger
0,73,29287,1,höger
1,61,27019,1,vänster
0,69,48097,1,vänster
0,20,21783,1,vänster
1,42,30362,0,höger
1,58,55435,1,vänster
0,59,68655,1,höger
0,83,44124,0,höger
0,42,47033,0,höger
0,40,47095,1,vänster
0,20,52058,1,vänster
1,90,59864,1,vänster
1,30,24655,0,vänster
0,24,28347,0,höger
0,21,23936,1,vänster
0,79,49034,0,höger
0,61,48147,1,vänster
0,77,40738,0,höger
1,29,103493,1,vänster
0,57,27903,0,höger
1,88,28841,0,vänster
0,42,24814,0,vänster
0,29,31803,1,vänster
0,58,32536,0,höger
0,60,42878,0,vänster
0,32,18689,0,vänster
0,69,32090,0,höger
0,44,21711,0,höger
1,75,64608,1,vänster
0,51,24854,1,vänster
0,58,56954,0,höger
0,34,44467,1,vänster
0,77,68465,1,höger
1,83,39557,1,vänster
0,60,55948,1,vänster
0,36,36423,1,höger
1,23,21457,0,vänster
1,55,41955,1,vänster
0,30,81270,1,höger
0,58,25985,0,vänster
0,45,59518,1,höger
0,78,43788,0,höger
1,34,42240,0,vänster
0,19,68135,1,höger
0,69,57428,1,höger
0,82,33800,1,höger
0,23,32049,1,vänster
0,78,46890,1,höger
0,56,46286,0,höger
1,67,60081,0,höger
0,34,48271,1,vänster
1,18,32743,0,vänster
0,29,36587,1,vänster
0,77,36516,1,höger
0,30,30229,0,höger
0,36,32140,1,höger
0,20,38446,1,vänster
1,32,33728,1,vänster
0,19,36805,1,vänster
1,27,51839,1,vänster
0,80,40126,1,höger
0,68,31709,1,höger
0,56,31632,1,vänster
0,72,19643,0,höger
0,64,17616,0,höger
0,28,33883,0,vänster
0,67,94797,1,höger
0,48,27803,1,höger
1,18,12113,0,vänster
0,25,41589,0,vänster
1,67,52523,1,höger
0,67,40379,1,vänster
0,51,51536,0,höger
0,57,45227,0,höger
0,38,35573,1,vänster
1,47,29924,1,vänster
1,68,25940,0,höger
0,70,37048,0,höger
0,30,46603,1,vänster
1,61,22026,0,vänster
0,78,37933,1,höger
0,52,24308,1,vänster
1,68,41356,1,vänster
0,21,53814,1,vänster
0,85,36673,1,höger
0,46,20808,1,vänster
0,57,43436,0,höger
0,31,51611,1,vänster
0,88,51537,1,höger
0,82,21837,1,höger
1,76,39448,1,vänster
0,42,44465,1,vänster
1,76,64218,1,vänster
0,42,67228,0,höger
0,41,36250,1,vänster
1,21,33053,0,vänster
1,71,30124,0,vänster
1,37,26616,0,vänster
0,89,64401,1,höger
0,67,48558,0,höger
0,38,20937,0,höger
0,71,52833,1,höger
0,24,31249,1,vänster
0,29,47242,0,vänster
1,58,36591,0,vänster
0,82,37610,1,höger
1,31,55754,1,vänster
0,23,47299,1,höger
0,50,67694,0,höger
0,30,32467,0,höger
0,51,34157,0,höger
0,29,23361,0,vänster
0,57,32468,1,vänster
0,24,50906,1,vänster
0,61,9610,0,höger
1,60,27695,0,vänster
0,67,28774,1,höger
0,72,75935,1,vänster
1,66,44665,0,vänster
0,47,34597,1,vänster
0,35,44487,0,höger
1,72,45168,0,vänster
0,31,80165,1,höger
0,87,30511,1,höger
0,89,39165,1,höger
1,56,61819,1,vänster
0,76,60138,1,vänster
0,75,36610,0,höger
0,28,72178,1,vänster
0,69,63453,1,höger
0,81,63112,1,höger
0,77,27776,0,höger
0,86,29391,0,höger
1,73,95903,1,höger
0,32,43749,1,höger
0,54,18820,0,vänster
0,73,37228,0,höger
0,76,33379,0,höger
0,40,32349,1,vänster
1,70,25784,0,höger
0,23,42275,1,höger
0,72,50455,1,höger
0,27,65667,1,höger
0,50,29270,0,höger
1,73,38699,0,höger
1,60,22805,0,vänster
0,69,68348,1,höger
1,34,23477,0,vänster
0,75,33185,1,höger
0,28,60260,1,vänster
0,88,44341,1,höger
0,71,41273,1,vänster
0,89,43918,1,höger
1,73,40446,1,vänster
0,87,63754,1,vänster
1,71,53817,1,vänster
0,39,51153,0,höger
0,21,47232,1,vänster
0,42,33496,0,vänster
0,18,25360,0,vänster
0,56,28030,0,höger
1,77,20197,0,vänster
0,29,80840,1,vänster
0,28,29783,1,vänster
0,37,43754,1,vänster
0,27,52304,0,höger
1,20,47868,1,vänster
0,78,35104,0,höger
1,22,48111,1,vänster
0,38,41954,1,vänster
1,53,47887,1,vänster
0,49,33229,0,vänster
0,41,37901,1,vänster
0,50,19899,0,höger
0,62,26303,0,höger
1,80,38832,0,höger
1,89,57045,1,vänster
0,55,50913,1,höger
0,27,45819,1,vänster
0,83,44203,1,höger
0,74,24677,0,vänster
0,63,56276,1,höger
1,79,80328,1,vänster
0,38,49575,0,höger
0,27,21223,0,höger
0,47,32605,1,vänster
0,78,44285,1,höger
0,28,35630,1,vänster
0,41,70484,1,höger
0,50,77014,0,höger
1,84,24026,0,vänster
0,47,20590,0,höger
0,77,33635,1,höger
0,20,31913,0,höger
1,76,47177,0,höger
0,65,30971,1,vänster
0,76,24104,0,höger
0,33,29199,0,höger
0,23,62564,1,vänster
0,60,66266,0,höger
1,73,79929,1,vänster
0,75,44114,0,höger
0,48,46291,0,höger
0,73,40828,1,höger
0,32,53613,1,vänster
0,84,41509,0,höger
0,43,45983,1,höger
0,62,22934,0,höger
0,52,25901,0,vänster
0,41,33795,1,vänster
0,52,24531,0,höger
0,55,32555,0,höger
0,42,53746,1,höger
1,52,25396,0,vänster
0,32,40315,1,höger
1,41,46939,1,vänster
0,42,32501,0,höger
0,38,32948,0,höger
1,66,30434,0,vänster
0,64,24976,0,vänster
0,69,40273,1,höger
0,18,45433,1,vänster
0,83,46406,1,höger
0,88,22793,1,höger
0,90,24257,1,höger
0,72,14236,0,höger
0,33,25698,1,vänster
0,31,13432,0,höger
0,73,91614,0,höger
1,64,45394,0,vänster
0,85,42998,1,höger
0,41,45362,1,vänster
0,47,34156,1,höger
0,29,46477,1,vänster
0,86,14644,0,höger
0,20,70179,1,höger
0,71,40159,0,vänster
0,45,32306,1,vänster
0,83,51775,1,höger
0,67,44008,0,höger
0,44,42768,0,höger
0,19,52702,1,vänster
0,37,29999,1,vänster
1,33,49813,0,vänster
1,18,32710,1,vänster
1,82,44005,1,vänster
0,71,30989,0,höger
0,48,30809,0,höger
0,65,45860,0,höger
0,39,104892,1,höger
0,22,42921,1,vänster
0,18,26035,0,vänster
0,56,56939,1,vänster
0,56,35890,1,höger
0,88,46516,1,höger
0,58,28382,0,höger
0,20,26395,1,vänster
0,21,27844,0,vänster
0,20,56901,1,vänster
0,23,26856,0,vänster
0,28,34357,0,höger
0,83,31234,1,höger
0,76,43889,1,vänster
0,26,42456,1,höger
0,64,21296,0,höger
0,58,60041,1,vänster
0,49,32141,1,vänster
0,54,46808,1,vänster
0,56,20979,1,vänster
0,24,42315,0,höger
0,24,45072,1,vänster
0,61,38522,1,höger
0,41,36110,0,höger
0,50,48630,1,vänster
0,24,56007,1,höger
0,21,40041,1,vänster
0,40,34712,0,höger
0,72,29961,0,höger
1,52,59179,1,vänster
0,54,41307,1,höger
1,72,28012,1,vänster
0,33,61135,1,höger
1,23,39045,1,vänster
0,41,20711,0,höger
1,37,44131,0,höger
1,23,44028,1,vänster
0,22,63868,0,höger
0,84,47364,1,höger
1,71,56399,0,höger
0,43,52282,0,höger
0,86,36156,1,höger
0,23,34976,1,vänster
0,49,33061,1,höger
0,80,38152,1,vänster
0,65,46445,1,höger
1,44,37031,1,vänster
1,86,24260,0,vänster
0,64,50920,1,höger
0,66,40257,0,höger
0,70,25010,1,vänster
1,40,30071,0,vänster
1,59,30011,0,vänster
0,52,33172,1,vänster
0,74,46615,1,höger
1,63,24398,1,vänster
0,50,35006,1,vänster
0,21,25800,0,vänster
0,27,31294,0,vänster
0,35,43031,1,vänster
0,30,44499,1,vänster
0,80,80498,1,höger
1,50,53427,1,vänster
0,29,43494,1,vänster
0,85,52561,0,höger
0,27,29994,0,höger
0,34,46946,1,höger
0,77,53150,1,vänster
1,84,34340,1,vänster
0,37,36102,1,vänster
0,53,24015,1,vänster
0,51,57284,1,höger
0,49,28820,1,höger
0,29,55140,1,höger
0,27,46949,1,vänster
0,47,31697,1,vänster
0,40,29526,1,vänster
0,78,48654,1,höger
0,29,56650,0,höger
0,25,37887,1,vänster
0,74,53400,1,höger
0,51,31499,0,höger
0,65,21580,0,vänster
0,29,20294,0,höger
0,27,22893,0,höger
0,38,17968,0,höger
0,54,77823,1,höger
0,55,16108,0,höger
0,52,21589,0,höger
0,52,31168,0,vänster
0,22,38936,0,höger
0,28,68163,1,höger
0,60,32340,1,höger
0,72,31509,0,höger
0,73,64733,1,höger
0,20,69794,1,vänster
0,84,61123,1,vänster
0,54,22123,0,vänster
1,83,34130,0,höger
1,80,33736,0,höger
0,25,23000,0,höger
0,65,46873,1,höger
1,30,28095,0,vänster
0,66,29630,0,höger
0,63,28794,1,vänster
0,39,21874,0,höger
0,86,41303,0,höger
0,53,36698,1,höger
1,72,46228,1,höger
0,63,42353,1,vänster
1,90,40372,1,vänster
1,23,22455,1,vänster
0,19,46818,1,vänster
0,78,23014,0,höger
0,25,45834,0,höger
0,90,30608,1,höger
0,53,41019,0,höger
0,28,52026,0,höger
0,45,59258,1,vänster
0,36,55576,1,höger
0,39,36587,0,höger
0,74,59292,1,höger
1,56,19417,0,vänster
0,69,90507,1,höger
0,51,26708,1,vänster
0,48,52781,0,höger
0,60,53361,0,höger
0,87,29781,0,höger
0,81,48769,1,höger
0,37,30022,1,vänster
0,50,38942,1,vänster
0,80,31707,1,vänster
0,56,52771,0,höger
0,21,42691,1,höger
1,52,21047,0,vänster
0,69,38356,0,höger
0,78,20447,1,vänster
0,53,33805,1,vänster
0,56,38112,1,höger
1,68,42007,0,höger
0,76,21407,0,höger
0,80,61642,1,höger
0,20,37483,1,vänster
0,73,18084,0,höger
0,27,68754,1,vänster
1,84,44168,0,höger
0,46,21592,0,höger
0,90,57821,1,höger
0,30,40465,1,vänster
0,64,40814,1,höger
0,28,38020,0,höger
0,63,37389,0,höger
0,77,40897,1,höger
0,68,38754,0,höger
0,31,52689,1,vänster
0,38,33850,1,vänster
0,54,23149,0,vänster
1,54,38616,0,vänster
0,27,30838,0,höger
0,79,32895,1,höger
0,22,30175,1,vänster
1,45,46384,0,höger
0,37,28336,0,vänster
1,30,62962,1,vänster
0,65,25126,0,höger
0,61,57912,1,höger
1,87,62563,1,vänster
0,37,26257,0,vänster
1,54,82078,1,vänster
0,71,21275,1,vänster
0,26,62860,1,vänster
0,66,44059,1,höger
1,65,24129,1,vänster
0,77,36857,1,vänster
1,27,44035,0,vänster
0,67,36062,1,vänster
0,19,20741,0,vänster
0,88,46296,1,höger
0,46,31333,0,höger
0,42,26418,1,vänster
0,53,42824,1,vänster
0,67,26879,1,vänster
0,89,30125,0,höger
0,80,38257,0,höger
0,90,54881,1,höger
0,69,76279,1,höger
0,84,30208,1,höger
1,28,20608,1,vänster
0,42,26341,0,vänster
0,37,34202,0,höger
0,71,63382,1,höger
0,77,34389,1,höger
0,87,33339,1,vänster
0,37,35661,1,vänster
1,87,30241,1,vänster
0,67,104656,1,höger
1,36,68212,1,vänster
0,64,73727,1,höger
0,33,51263,0,höger
0,41,53257,1,höger
0,59,15062,0,vänster
1,62,40253,0,höger
0,47,36758,1,vänster
0,54,45386,0,höger
0,89,26303,1,vänster
0,63,48032,1,höger
0,51,23050,0,vänster
0,51,47456,1,vänster
1,87,36432,0,vänster
0,79,49916,0,höger
0,74,41792,0,höger
0,78,41031,1,vänster
1,76,36748,0,vänster
1,35,83555,1,vänster
0,60,52900,1,höger
1,22,44649,1,vänster
0,64,49191,0,höger
0,58,18685,0,höger
0,74,29629,1,höger
0,58,41677,0,höger
0,59,42961,1,vänster
1,82,55431,0,höger
0,49,46060,0,höger
0,45,40802,1,vänster
0,63,19795,0,höger
0,65,44981,0,höger
0,52,39362,0,höger
0,20,45583,1,vänster
1,67,31869,0,höger
0,20,49876,1,vänster
0,41,45013,1,höger
0,71,36402,1,höger
1,65,59843,0,höger
0,65,25554,1,höger
0,90,25055,1,vänster
1,52,55817,0,höger
0,40,26141,0,höger
0,60,47671,0,höger
0,89,37956,0,höger
0,21,35246,0,höger
1,73,23402,0,vänster
1,44,65964,1,vänster
1,79,28331,0,höger
1,89,21833,0,vänster
0,71,40643,1,höger
0,30,37832,0,vänster
0,52,45269,1,höger
0,76,33736,1,höger
1,63,29849,1,vänster
1,88,21887,0,vänster
0,35,28271,0,höger
1,48,89373,1,vänster
0,70,34434,0,höger
0,52,38571,1,höger
0,24,37841,0,höger
0,41,17885,0,höger
0,50,34455,0,höger
0,25,14811,0,höger
1,78,40406,1,vänster
0,37,23407,0,höger
0,26,47304,1,vänster
0,85,32900,1,vänster
1,52,54821,1,vänster
0,35,43558,1,höger
0,26,39557,0,höger
0,34,70316,1,vänster
0,27,39640,1,höger
0,18,69059,1,vänster
0,71,55712,1,höger
1,82,67880,1,vänster
0,42,61165,1,höger
1,23,32681,0,vänster
0,27,31822,0,vänster
0,42,50319,0,höger
0,46,63034,1,höger
1,55,14988,0,vänster
0,78,54806,1,höger
0,28,77645,1,höger
1,66,50396,0,vänster
0,77,24450,0,höger
0,70,18778,1,vänster
0,80,19305,0,höger
0,81,10940,0,vänster
0,73,23969,1,vänster
0,41,33838,1,vänster
0,68,53347,1,höger
0,18,29211,0,höger
0,48,70177,0,höger
1,22,28725,0,höger
0,86,22322,0,höger
0,54,71679,1,höger
0,30,33816,1,höger
0,67,28544,0,höger
0,20,61690,1,vänster
0,32,65621,1,vänster
0,82,24497,1,höger
0,89,20288,0,höger
1,36,71230,1,vänster
0,89,30892,0,höger
0,68,21319,0,vänster
0,84,22807,0,höger
0,59,38444,0,höger
0,62,138102,1,höger
0,58,42304,1,vänster
